H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
2.94,3.186,0.268,0.1148,2.2,0.200,0.084,0.000,3.204,0.268,0.053,0.053,3.151,59.559,8.508,0.0364,0.084,0.000,8.552,3,2.94,2.94,17.50
2.96,3.114,0.263,0.1543,2.2,0.210,0.084,0.000,3.138,0.263,0.053,0.053,3.085,57.922,8.522,0.0500,0.084,0.000,8.445,3,2.96,2.96,17.50
2.98,3.022,0.257,0.1537,2.2,0.220,0.084,0.000,3.046,0.257,0.054,0.054,2.993,55.825,8.581,0.0514,0.085,0.000,8.343,3,2.98,2.98,17.50
3.00,2.937,0.250,0.1260,2.2,0.230,0.084,0.000,2.957,0.250,0.054,0.054,2.903,53.807,8.597,0.0434,0.085,0.000,8.219,3,3.00,3.00,17.50
3.02,2.939,0.246,0.1036,2.2,0.250,0.083,0.000,2.955,0.246,0.054,0.054,2.901,53.419,8.490,0.0357,0.084,0.000,8.209,3,3.02,3.02,17.50
3.04,2.969,0.244,0.0630,2.2,0.260,0.082,0.000,2.979,0.244,0.055,0.055,2.924,53.500,8.334,0.0215,0.082,0.000,8.172,3,3.04,3.04,17.50
3.06,2.967,0.248,0.0709,2.2,0.260,0.083,0.000,2.978,0.248,0.055,0.055,2.923,53.144,8.490,0.0243,0.084,0.000,8.359,3,3.06,3.06,17.50
3.08,2.858,0.240,0.1660,2.2,0.250,0.083,0.000,2.884,0.240,0.055,0.055,2.829,51.102,8.473,0.0587,0.084,0.000,8.089,3,3.08,3.08,17.50
3.10,2.858,0.229,0.1406,2.2,0.250,0.080,0.000,2.880,0.229,0.056,0.056,2.825,50.702,8.125,0.0498,0.080,0.000,7.722,3,3.10,3.10,17.50
3.12,2.941,0.224,0.1452,2.2,0.250,0.076,0.000,2.964,0.224,0.056,0.056,2.908,51.871,7.717,0.0499,0.076,0.000,7.497,3,3.12,3.12,17.50
3.14,3.013,0.226,0.1602,2.2,0.250,0.074,0.000,3.039,0.226,0.056,0.056,2.982,52.867,7.588,0.0537,0.075,0.000,7.475,3,3.14,3.14,17.50
3.16,3.046,0.223,0.2153,2.2,0.250,0.072,0.000,3.081,0.223,0.057,0.057,3.024,53.280,7.364,0.0712,0.073,0.000,7.256,3,3.16,3.16,17.50
3.18,3.045,0.222,0.2106,2.2,0.250,0.072,0.000,3.078,0.222,0.057,0.057,3.021,52.903,7.351,0.0697,0.073,0.000,7.124,3,3.18,3.18,17.50
3.20,3.121,0.226,0.1502,2.2,0.250,0.072,0.000,3.145,0.226,0.057,0.057,3.087,53.726,7.308,0.0487,0.072,0.000,7.100,3,3.20,3.20,17.50
3.22,3.170,0.224,0.1913,2.1,0.250,0.070,0.000,3.201,0.224,0.058,0.058,3.143,54.363,7.121,0.0609,0.071,0.000,6.914,3,3.22,3.22,17.50
3.24,3.315,0.222,0.1239,2.2,0.240,0.067,0.000,3.334,0.222,0.058,0.058,3.276,56.330,6.788,0.0378,0.067,0.000,6.767,3,3.24,3.24,17.50
3.26,3.431,0.232,0.0852,2.2,0.240,0.067,0.000,3.444,0.232,0.059,0.059,3.386,57.869,6.840,0.0252,0.068,0.000,6.951,3,3.26,3.26,17.50
3.28,3.500,0.237,0.0793,2.2,0.250,0.068,0.000,3.512,0.237,0.059,0.059,3.453,58.672,6.874,0.0230,0.068,0.000,7.037,3,3.28,3.28,17.50
3.30,3.512,0.231,0.1725,2.2,0.250,0.065,0.000,3.539,0.231,0.059,0.059,3.480,58.779,6.646,0.0496,0.066,0.000,6.764,3,3.30,3.30,17.50
3.32,3.515,0.224,0.1478,2.2,0.250,0.063,0.000,3.539,0.224,0.060,0.060,3.479,58.420,6.438,0.0425,0.064,0.000,6.431,3,3.32,3.32,17.50
3.34,3.486,0.222,0.0963,2.2,0.240,0.064,0.000,3.501,0.222,0.060,0.060,3.441,57.436,6.463,0.0280,0.064,0.000,6.273,3,3.34,3.34,17.50
3.36,3.510,0.222,0.0889,2.2,0.250,0.063,0.000,3.524,0.222,0.060,0.060,3.464,57.485,6.409,0.0257,0.063,0.000,6.173,3,3.36,3.36,17.50
3.38,3.507,0.226,0.1604,2.2,0.250,0.064,0.000,3.532,0.226,0.061,0.061,3.472,57.279,6.501,0.0462,0.064,0.000,6.199,3,3.38,3.38,17.50
3.40,3.551,0.230,0.2249,2.2,0.240,0.064,0.000,3.587,0.230,0.061,0.061,3.526,57.837,6.518,0.0638,0.065,0.000,6.234,3,3.40,3.40,17.50
3.42,3.822,0.235,0.1765,2.2,0.240,0.061,0.000,3.850,0.235,0.061,0.061,3.789,61.803,6.199,0.0466,0.061,0.000,6.279,3,3.42,3.42,17.50
3.44,3.854,0.237,0.1235,2.2,0.240,0.061,0.000,3.874,0.237,0.062,0.062,3.812,61.823,6.225,0.0324,0.062,0.000,6.233,3,3.44,3.44,17.50
3.46,3.873,0.239,0.0949,2.2,0.250,0.062,0.000,3.888,0.239,0.062,0.062,3.826,61.707,6.254,0.0248,0.062,0.000,6.152,3,3.46,3.46,17.50
3.48,3.919,0.249,0.1212,2.2,0.240,0.063,0.000,3.939,0.249,0.062,0.062,3.876,62.159,6.426,0.0313,0.064,0.000,6.258,3,3.48,3.48,17.50
3.50,3.999,0.259,0.1829,2.3,0.250,0.064,0.000,4.028,0.259,0.063,0.063,3.965,63.228,6.519,0.0461,0.065,0.000,6.353,3,3.50,3.50,17.50
3.52,4.115,0.250,0.2741,2.2,0.240,0.060,0.000,4.159,0.250,0.063,0.063,4.096,64.949,6.116,0.0669,0.061,0.000,6.035,3,3.52,3.52,17.50
3.54,4.247,0.239,0.3339,2.3,0.250,0.056,0.000,4.301,0.239,0.063,0.063,4.237,66.821,5.645,0.0788,0.056,0.000,5.686,3,3.54,3.54,17.50
3.56,4.392,0.233,0.1633,2.3,0.240,0.053,0.000,4.418,0.233,0.064,0.064,4.354,68.287,5.361,0.0375,0.053,0.000,5.481,3,3.56,3.56,17.50
3.58,4.508,0.239,0.1348,2.3,0.240,0.053,0.000,4.530,0.239,0.064,0.064,4.465,69.653,5.343,0.0302,0.053,0.000,5.522,3,3.58,3.58,17.50
3.60,4.482,0.252,0.1726,2.3,0.240,0.056,0.000,4.509,0.252,0.064,0.064,4.445,68.954,5.679,0.0388,0.056,0.000,5.752,3,3.60,3.60,17.50
3.62,4.450,0.262,0.1477,2.3,0.240,0.059,0.000,4.473,0.262,0.065,0.065,4.409,68.024,5.943,0.0335,0.059,0.000,5.903,3,3.62,3.62,17.50
3.64,4.434,0.275,0.1197,2.3,0.250,0.062,0.000,4.453,0.275,0.065,0.065,4.388,67.342,6.258,0.0273,0.062,0.000,6.138,3,3.64,3.64,17.50
3.66,4.425,0.282,0.1409,2.3,0.240,0.063,0.000,4.448,0.282,0.066,0.066,4.382,66.893,6.438,0.0322,0.064,0.000,6.262,3,3.66,3.66,17.50
3.68,4.561,0.282,0.1618,2.3,0.240,0.061,0.000,4.587,0.282,0.066,0.066,4.521,68.645,6.231,0.0358,0.062,0.000,6.226,3,3.68,3.68,17.50
3.70,4.656,0.285,0.1549,2.3,0.240,0.061,0.000,4.681,0.285,0.066,0.066,4.615,69.698,6.169,0.0336,0.061,0.000,6.280,3,3.70,3.70,17.50
3.72,4.554,0.292,0.2251,2.3,0.240,0.064,0.000,4.590,0.292,0.067,0.067,4.523,67.958,6.456,0.0498,0.064,0.000,6.447,3,3.72,3.72,17.50
3.74,4.506,0.298,0.2772,2.3,0.240,0.066,0.000,4.551,0.298,0.067,0.067,4.484,67.010,6.651,0.0618,0.066,0.000,6.597,3,3.74,3.74,17.50
3.76,4.591,0.295,0.2641,2.3,0.240,0.064,0.000,4.633,0.295,0.067,0.067,4.566,67.884,6.461,0.0578,0.064,0.000,6.546,3,3.76,3.76,17.50
3.78,4.607,0.290,0.2516,2.3,0.240,0.062,0.000,4.647,0.290,0.068,0.068,4.579,67.732,6.339,0.0549,0.063,0.000,6.475,3,3.78,3.78,17.50
3.80,4.600,0.282,0.0819,2.3,0.240,0.061,0.000,4.613,0.282,0.068,0.068,4.545,66.875,6.211,0.0180,0.061,0.000,6.376,3,3.80,3.80,17.50
3.82,4.436,0.287,-0.0126,2.3,0.240,0.065,0.000,4.434,0.287,0.068,0.068,4.365,63.905,6.572,-0.0029,0.065,0.000,6.574,3,3.82,3.82,17.50
3.84,4.351,0.290,-0.0275,2.3,0.240,0.067,0.000,4.347,0.290,0.069,0.069,4.278,62.308,6.786,-0.0064,0.067,0.000,6.781,3,3.84,3.84,17.50
3.86,4.284,0.291,0.0058,2.3,0.240,0.068,0.000,4.285,0.291,0.069,0.069,4.216,61.093,6.895,0.0014,0.068,0.000,6.916,3,3.86,3.86,17.50
3.88,4.173,0.288,0.0168,2.3,0.240,0.069,0.000,4.176,0.288,0.069,0.069,4.106,59.203,7.006,0.0041,0.069,0.000,6.958,3,3.88,3.88,17.50
3.90,3.946,0.277,0.0480,2.3,0.240,0.070,0.000,3.953,0.277,0.070,0.070,3.884,55.710,7.135,0.0124,0.070,0.000,6.797,3,3.90,3.90,17.50
3.92,3.961,0.269,0.0865,2.3,0.240,0.068,0.000,3.975,0.269,0.070,0.070,3.905,55.742,6.878,0.0221,0.068,0.000,6.657,3,3.92,3.92,17.50
3.94,3.635,0.262,0.0921,2.3,0.240,0.072,0.000,3.650,0.262,0.070,0.070,3.580,50.840,7.330,0.0257,0.072,0.000,6.557,3,3.94,3.94,17.50
3.96,3.651,0.253,0.1276,2.3,0.240,0.069,0.000,3.672,0.253,0.071,0.071,3.601,50.888,7.029,0.0354,0.069,0.000,6.384,3,3.96,3.96,17.50
3.98,3.842,0.245,0.1403,2.3,0.240,0.063,0.000,3.864,0.245,0.071,0.071,3.793,53.339,6.467,0.0370,0.064,0.000,6.260,3,3.98,3.98,17.50
4.00,3.967,0.240,0.2238,2.3,0.240,0.060,0.000,4.003,0.240,0.071,0.071,3.931,55.012,6.097,0.0569,0.060,0.000,6.215,3,4.00,4.00,17.50
4.02,4.138,0.229,0.2478,2.3,0.240,0.055,0.000,4.177,0.229,0.072,0.072,4.106,57.174,5.570,0.0604,0.055,0.000,6.014,3,4.02,4.02,17.50
4.04,4.074,0.229,0.2161,2.3,0.240,0.056,0.000,4.109,0.229,0.072,0.072,4.037,55.941,5.683,0.0535,0.056,0.000,6.123,3,4.04,4.04,17.50
4.06,3.942,0.231,0.1408,2.3,0.240,0.058,0.000,3.965,0.231,0.073,0.073,3.892,53.677,5.933,0.0362,0.059,0.000,6.220,3,4.06,4.06,17.50
4.08,3.775,0.233,0.1325,2.3,0.240,0.061,0.000,3.796,0.233,0.073,0.073,3.723,51.097,6.269,0.0356,0.062,0.000,6.361,3,4.08,4.08,17.50
4.10,3.494,0.241,0.1959,2.4,0.240,0.068,0.000,3.526,0.241,0.073,0.073,3.452,47.158,6.972,0.0567,0.069,0.000,6.671,3,4.10,4.10,17.50
4.12,3.352,0.232,0.2900,2.4,0.240,0.068,0.000,3.398,0.232,0.074,0.074,3.324,45.192,6.970,0.0872,0.069,0.000,6.569,3,4.12,4.12,17.50
4.14,3.344,0.175,0.4044,2.3,0.000,0.051,0.000,3.409,0.175,0.074,0.074,3.335,45.125,5.235,0.1213,0.052,0.000,5.089,3,4.14,4.14,17.50
4.16,3.254,0.198,0.4121,2.4,0.150,0.060,0.000,3.320,0.198,0.074,0.074,3.246,43.714,6.093,0.1269,0.061,0.000,5.921,3,4.16,4.16,17.50
4.18,3.177,0.192,0.4903,2.4,0.200,0.059,0.000,3.255,0.192,0.075,0.075,3.181,42.632,6.052,0.1541,0.061,0.000,5.913,3,4.18,4.18,17.50
4.20,3.172,0.183,0.5272,2.4,0.200,0.056,0.000,3.256,0.183,0.075,0.075,3.181,42.436,5.743,0.1657,0.058,0.000,5.720,3,4.20,4.20,17.50
4.22,3.078,0.167,0.7938,2.4,0.200,0.052,0.000,3.205,0.167,0.075,0.075,3.130,41.560,5.320,0.2536,0.054,0.000,5.253,3,4.22,4.22,17.50
4.24,3.080,0.152,0.7366,2.4,0.200,0.047,0.000,3.198,0.152,0.076,0.076,3.122,41.266,4.852,0.2359,0.049,0.000,4.809,3,4.24,4.24,17.50
4.26,3.080,0.152,0.7366,2.4,0.200,0.047,0.000,3.198,0.152,0.076,0.076,3.122,41.072,4.853,0.2360,0.049,0.000,4.847,3,4.26,4.26,17.50
4.28,3.002,0.142,0.3933,2.4,0.200,0.046,0.000,3.065,0.142,0.076,0.076,2.989,39.138,4.761,0.1316,0.047,0.000,4.593,3,4.28,4.28,18.00
4.30,3.103,0.147,0.3792,2.4,0.200,0.046,0.000,3.164,0.147,0.077,0.077,3.087,40.230,4.746,0.1228,0.047,0.000,4.770,3,4.30,4.30,18.00
4.32,3.221,0.149,0.2462,2.4,0.200,0.046,0.000,3.260,0.149,0.077,0.077,3.183,41.293,4.674,0.0773,0.046,0.000,4.849,3,4.32,4.32,18.00
4.34,3.145,0.158,0.2881,2.4,0.200,0.049,0.000,3.191,0.158,0.077,0.077,3.114,40.210,5.061,0.0925,0.050,0.000,5.111,3,4.34,4.34,17.50
4.36,3.073,0.163,0.3125,2.5,0.200,0.052,0.000,3.123,0.163,0.078,0.078,3.045,39.145,5.343,0.1026,0.053,0.000,5.231,3,4.36,4.36,17.50
4.38,2.951,0.163,0.2795,2.5,0.200,0.055,0.000,2.996,0.163,0.078,0.078,2.918,37.342,5.603,0.0958,0.055,0.000,5.201,3,4.38,4.38,17.50
4.40,2.881,0.162,0.3435,2.5,0.200,0.055,0.000,2.936,0.162,0.078,0.078,2.857,36.403,5.663,0.1202,0.056,0.000,5.106,3,4.40,4.40,17.50
4.42,3.143,0.156,0.3435,2.6,0.200,0.049,0.000,3.198,0.156,0.079,0.079,3.120,39.568,5.014,0.1101,0.050,0.000,4.913,3,4.42,4.42,17.50
4.44,3.239,0.161,0.3457,2.6,0.200,0.049,0.000,3.294,0.161,0.079,0.079,3.215,40.595,5.002,0.1075,0.050,0.000,5.051,3,4.44,4.44,17.50
4.46,3.373,0.145,0.4933,2.6,0.200,0.042,0.000,3.452,0.145,0.080,0.080,3.372,42.388,4.309,0.1463,0.043,0.000,4.574,3,4.46,4.46,18.00
4.48,3.450,0.143,0.3344,2.6,0.200,0.041,0.000,3.504,0.143,0.080,0.080,3.424,42.846,4.180,0.0977,0.041,0.000,4.528,3,4.48,4.48,18.00
4.50,3.279,0.148,0.3871,2.6,0.210,0.044,0.000,3.341,0.148,0.080,0.080,3.261,40.624,4.526,0.1187,0.045,0.000,4.687,3,4.50,4.50,18.00
4.52,3.262,0.148,0.2783,2.7,0.200,0.045,0.000,3.306,0.148,0.081,0.081,3.225,40.004,4.601,0.0863,0.045,0.000,4.722,3,4.52,4.52,18.00
4.54,3.221,0.160,0.1520,2.7,0.200,0.049,0.000,3.245,0.160,0.081,0.081,3.164,39.076,5.060,0.0480,0.050,0.000,5.147,3,4.54,4.54,17.50
4.56,3.071,0.169,0.1655,2.7,0.200,0.055,0.000,3.098,0.169,0.081,0.081,3.016,37.088,5.606,0.0549,0.055,0.000,5.533,3,4.56,4.56,17.50
4.58,2.893,0.176,0.0684,2.8,0.210,0.061,0.000,2.904,0.176,0.082,0.082,2.822,34.554,6.247,0.0242,0.061,0.000,5.882,3,4.58,4.58,17.50
4.60,2.826,0.183,-0.0120,2.9,0.210,0.065,0.000,2.824,0.183,0.082,0.082,2.742,33.429,6.674,-0.0044,0.065,0.000,6.197,3,4.60,4.60,17.50
4.62,2.812,0.191,-0.0391,2.8,0.200,0.068,0.000,2.806,0.191,0.082,0.082,2.723,33.059,7.013,-0.0144,0.068,0.000,6.528,3,4.62,4.62,17.50
4.64,2.793,0.208,-0.0040,2.8,0.200,0.074,0.000,2.792,0.208,0.083,0.083,2.709,32.748,7.677,-0.0015,0.074,0.000,7.175,3,4.64,4.64,17.50
4.66,2.641,0.203,0.1244,2.7,0.210,0.076,0.000,2.661,0.203,0.083,0.083,2.578,31.028,7.863,0.0483,0.077,0.000,7.030,3,4.66,4.66,17.50
4.68,2.720,0.188,0.2364,2.7,0.200,0.068,0.000,2.758,0.188,0.083,0.083,2.675,32.059,7.036,0.0884,0.069,0.000,6.479,3,4.68,4.68,17.50
4.70,2.964,0.179,0.2336,2.8,0.210,0.060,0.000,3.001,0.179,0.084,0.084,2.917,34.820,6.129,0.0801,0.060,0.000,6.078,3,4.70,4.70,17.50
4.72,2.983,0.164,0.4203,2.8,0.210,0.054,0.000,3.050,0.164,0.084,0.084,2.966,35.256,5.519,0.1417,0.055,0.000,5.482,3,4.72,4.72,17.50
4.74,2.964,0.149,0.4118,2.8,0.210,0.049,0.000,3.029,0.149,0.084,0.084,2.945,34.860,5.049,0.1398,0.050,0.000,4.902,3,4.74,4.74,17.50
4.76,3.052,0.139,0.3807,2.9,0.210,0.045,0.000,3.113,0.139,0.085,0.085,3.028,35.689,4.577,0.1257,0.045,0.000,4.537,3,4.76,4.76,18.00
4.78,3.306,0.135,0.2781,3.0,0.200,0.040,0.000,3.350,0.135,0.085,0.085,3.265,38.320,4.138,0.0852,0.041,0.000,4.396,3,4.78,4.78,18.00
4.80,3.300,0.146,0.2731,2.9,0.210,0.044,0.000,3.344,0.146,0.086,0.086,3.258,38.084,4.490,0.0838,0.044,0.000,4.737,3,4.80,4.80,18.00
4.82,3.311,0.156,0.3146,3.0,0.200,0.046,0.000,3.361,0.156,0.086,0.086,3.275,38.121,4.766,0.0961,0.047,0.000,5.066,3,4.82,4.82,18.00
4.84,3.334,0.161,0.2737,2.9,0.210,0.048,0.000,3.378,0.161,0.086,0.086,3.291,38.151,4.879,0.0832,0.048,0.000,5.236,3,4.84,4.84,17.50
4.86,3.031,0.157,-0.0242,3.0,0.210,0.052,0.000,3.027,0.157,0.087,0.087,2.940,33.943,5.337,-0.0082,0.052,0.000,5.146,3,4.86,4.86,17.50
4.88,2.842,0.163,-0.0283,3.0,0.210,0.058,0.000,2.837,0.163,0.087,0.087,2.751,31.626,5.941,-0.0103,0.057,0.000,5.405,3,4.88,4.88,17.50
4.90,2.884,0.169,0.0732,3.1,0.200,0.058,0.000,2.896,0.169,0.087,0.087,2.809,32.166,6.003,0.0261,0.058,0.000,5.656,3,4.90,4.90,17.50
4.92,2.890,0.169,0.1455,3.1,0.210,0.058,0.000,2.913,0.169,0.088,0.088,2.825,32.226,5.992,0.0515,0.059,0.000,5.739,3,4.92,4.92,17.50
4.94,2.828,0.167,0.2224,3.1,0.210,0.058,0.000,2.863,0.167,0.088,0.088,2.775,31.532,6.028,0.0801,0.059,0.000,5.755,3,4.94,4.94,17.50
4.96,2.761,0.165,0.2481,3.2,0.210,0.059,0.000,2.801,0.165,0.088,0.088,2.712,30.692,6.080,0.0915,0.060,0.000,5.782,3,4.96,4.96,17.50
4.98,2.770,0.163,0.0796,3.1,0.210,0.059,0.000,2.782,0.163,0.089,0.089,2.694,30.362,6.059,0.0296,0.059,0.000,5.774,3,4.98,4.98,17.50
5.00,2.840,0.160,0.0719,3.2,0.200,0.056,0.000,2.852,0.160,0.089,0.089,2.763,31.016,5.802,0.0260,0.056,0.000,5.706,3,5.00,5.00,17.50
5.02,2.960,0.162,0.0823,3.2,0.210,0.054,0.000,2.973,0.162,0.089,0.089,2.884,32.251,5.600,0.0285,0.055,0.000,5.798,3,5.02,5.02,17.50
5.04,2.837,0.160,0.1287,3.2,0.210,0.056,0.000,2.857,0.160,0.090,0.090,2.768,30.829,5.767,0.0465,0.056,0.000,5.777,3,5.04,5.04,17.50
5.06,2.729,0.154,-0.0462,3.3,0.210,0.056,0.000,2.722,0.154,0.090,0.090,2.632,29.201,5.833,-0.0176,0.056,0.000,5.616,3,5.06,5.06,17.50
5.08,2.750,0.160,-0.0648,3.3,0.210,0.058,0.000,2.740,0.160,0.090,0.090,2.649,29.286,6.028,-0.0245,0.058,0.000,5.908,3,5.08,5.08,17.50
5.10,2.652,0.170,-0.0323,3.3,0.210,0.064,0.000,2.646,0.170,0.091,0.091,2.556,28.139,6.672,-0.0126,0.064,0.000,6.389,3,5.10,5.10,17.50
5.12,2.625,0.159,0.0105,3.3,0.210,0.061,0.000,2.627,0.159,0.091,0.091,2.536,27.812,6.279,0.0041,0.061,0.000,6.063,3,5.12,5.12,17.50
5.14,2.636,0.148,-0.0022,3.3,0.210,0.056,0.000,2.635,0.148,0.092,0.092,2.544,27.795,5.838,-0.0009,0.056,0.000,5.765,3,5.14,5.14,17.50
5.16,2.507,0.145,-0.0011,3.3,0.210,0.058,0.000,2.507,0.145,0.092,0.092,2.415,26.287,5.988,-0.0005,0.058,0.000,5.637,3,5.16,5.16,17.50
5.18,2.428,0.147,-0.0346,3.3,0.210,0.061,0.000,2.423,0.147,0.092,0.092,2.331,25.274,6.328,-0.0148,0.061,0.000,5.745,3,5.18,5.18,17.50
5.20,2.390,0.153,-0.0358,3.3,0.210,0.064,0.000,2.384,0.153,0.093,0.093,2.292,24.754,6.681,-0.0156,0.064,0.000,5.958,3,5.20,5.20,17.50
5.22,2.370,0.150,-0.0312,3.3,0.210,0.063,0.000,2.365,0.150,0.093,0.093,2.272,24.456,6.609,-0.0137,0.063,0.000,5.839,3,5.22,5.22,17.50
5.24,2.409,0.153,0.0231,3.2,0.210,0.063,0.000,2.413,0.153,0.093,0.093,2.320,24.869,6.575,0.0100,0.063,0.000,5.634,3,5.24,5.24,17.50
5.26,2.722,0.159,0.0355,3.3,0.210,0.058,0.000,2.728,0.159,0.094,0.094,2.634,28.137,6.036,0.0135,0.058,0.000,5.526,3,5.26,5.26,17.50
5.28,2.752,0.165,0.1456,3.3,0.210,0.059,0.000,2.775,0.165,0.094,0.094,2.681,28.535,6.150,0.0543,0.060,0.000,5.379,3,5.28,5.28,17.50
5.30,2.773,0.148,0.0587,3.3,0.210,0.053,0.000,2.783,0.148,0.094,0.094,2.688,28.502,5.505,0.0218,0.053,0.000,4.569,3,5.30,5.30,17.50
5.32,2.681,0.144,0.0713,3.3,0.200,0.053,0.000,2.693,0.144,0.095,0.095,2.598,27.445,5.535,0.0274,0.054,0.000,4.239,3,5.32,5.32,17.50
5.34,4.108,0.146,0.1424,3.3,0.200,0.035,0.000,4.131,0.146,0.095,0.095,4.036,42.466,3.615,0.0353,0.036,0.000,4.131,3,5.34,5.34,18.00
5.36,4.508,0.137,0.5982,3.4,0.000,0.030,0.000,4.604,0.137,0.095,0.095,4.508,47.262,3.037,0.1327,0.030,0.000,3.744,3,5.36,5.36,18.00
5.38,4.582,0.160,0.1752,3.4,0.170,0.035,0.000,4.610,0.160,0.096,0.096,4.514,47.148,3.535,0.0388,0.035,0.000,4.289,3,5.38,5.38,18.00
5.40,4.335,0.184,0.0377,3.4,0.190,0.042,0.000,4.341,0.184,0.096,0.096,4.245,44.169,4.330,0.0089,0.042,0.000,4.897,3,5.40,5.40,18.00
5.42,4.074,0.208,-0.0470,3.4,0.190,0.051,0.000,4.067,0.208,0.096,0.096,3.970,41.160,5.244,-0.0118,0.051,0.000,5.536,3,5.42,5.42,17.50
5.44,3.907,0.242,-0.0240,3.4,0.200,0.062,0.000,3.903,0.242,0.097,0.097,3.806,39.316,6.348,-0.0063,0.062,0.000,6.417,3,5.44,5.44,17.50
5.46,3.782,0.255,-0.0219,3.4,0.200,0.068,0.000,3.778,0.255,0.097,0.097,3.681,37.885,6.938,-0.0059,0.068,0.000,6.822,3,5.46,5.46,17.50
5.48,3.431,0.264,-0.0127,3.4,0.200,0.077,0.000,3.429,0.264,0.098,0.098,3.331,34.163,7.919,-0.0038,0.077,0.000,6.874,3,5.48,5.48,17.50
5.50,3.106,0.277,-0.0597,3.5,0.200,0.089,0.000,3.097,0.277,0.098,0.098,2.999,30.646,9.230,-0.0199,0.089,0.000,7.098,3,5.50,5.50,17.50
5.52,2.852,0.290,-0.0749,3.5,0.200,0.102,0.000,2.841,0.290,0.098,0.098,2.742,27.923,10.568,-0.0273,0.102,0.000,0.000,3,5.52,5.52,17.50
5.54,2.731,0.275,-0.0770,3.5,0.200,0.101,0.000,2.719,0.275,0.099,0.099,2.620,26.583,10.500,-0.0294,0.101,0.000,0.000,3,5.54,5.54,17.50
5.56,3.873,0.257,-0.0710,3.5,0.200,0.066,0.000,3.862,0.257,0.099,0.099,3.763,38.045,6.822,-0.0189,0.066,0.000,0.000,3,5.56,5.56,17.50
5.58,5.541,0.237,0.0723,3.5,0.200,0.043,0.000,5.553,0.237,0.099,0.099,5.453,54.935,4.340,0.0133,0.043,0.000,0.000,3,5.58,5.57,18.00
5.60,5.261,0.227,-0.0478,3.5,0.210,0.043,0.000,5.253,0.227,0.100,0.100,5.154,51.727,4.411,-0.0093,0.043,0.000,0.000,3,5.60,5.59,18.00
5.62,5.580,0.251,-0.0420,3.5,0.210,0.045,0.000,5.573,0.251,0.100,0.100,5.473,54.737,4.579,-0.0077,0.045,0.000,0.000,4,5.62,5.61,18.00
