H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
2.94,9.745,0.230,0.0327,3.5,0.130,0.024,0.000,9.750,0.230,0.053,0.053,9.697,182.585,2.368,0.0034,0.024,0.000,2.591,5,2.94,2.94,18.50
2.96,8.754,0.295,-0.0004,3.5,0.070,0.034,0.000,8.754,0.295,0.053,0.053,8.701,162.720,3.389,-0.0000,0.034,0.000,3.277,11,2.96,2.96,18.00
2.98,8.176,0.352,0.0078,3.5,0.110,0.043,0.000,8.177,0.352,0.054,0.054,8.123,150.907,4.337,0.0010,0.043,0.000,4.005,11,2.98,2.98,18.00
3.00,7.814,0.431,0.1769,3.5,0.080,0.055,0.000,7.843,0.431,0.054,0.054,7.789,143.594,5.530,0.0227,0.055,0.000,5.197,11,3.00,3.00,20.50
3.02,7.303,0.478,0.1202,3.5,0.110,0.065,0.000,7.323,0.478,0.055,0.055,7.268,132.989,6.582,0.0165,0.066,0.000,6.090,11,3.02,3.02,20.50
3.04,7.159,0.510,0.1647,3.4,0.170,0.071,0.000,7.185,0.510,0.055,0.055,7.130,129.495,7.151,0.0231,0.071,0.000,6.784,11,3.04,3.04,20.50
3.06,6.769,0.520,0.1643,3.4,0.160,0.076,0.000,6.795,0.520,0.055,0.055,6.740,121.506,7.712,0.0244,0.077,0.000,7.090,11,3.06,3.06,20.50
3.08,6.669,0.489,0.0569,3.4,0.170,0.073,0.000,6.678,0.489,0.056,0.056,6.622,118.501,7.389,0.0086,0.073,0.000,6.705,11,3.08,3.08,20.50
3.10,6.260,0.476,0.0741,3.4,0.040,0.076,0.000,6.271,0.476,0.056,0.056,6.215,110.413,7.654,0.0119,0.076,0.000,6.515,11,3.10,3.10,20.50
3.12,6.767,0.462,0.2115,3.4,0.090,0.068,0.000,6.801,0.462,0.057,0.057,6.744,118.949,6.846,0.0314,0.068,0.000,6.330,11,3.12,3.12,20.50
3.14,7.266,0.458,0.3497,3.4,0.110,0.063,0.000,7.322,0.458,0.057,0.057,7.265,127.211,6.311,0.0481,0.063,0.000,6.336,11,3.14,3.14,20.50
3.16,7.705,0.444,0.5683,3.4,0.130,0.057,0.000,7.796,0.444,0.058,0.058,7.739,134.538,5.741,0.0734,0.058,0.000,6.192,11,3.16,3.16,20.50
3.18,8.386,0.420,0.5854,3.4,0.090,0.050,0.000,8.479,0.420,0.058,0.058,8.421,145.372,4.992,0.0695,0.050,0.000,5.901,11,3.18,3.18,20.50
3.20,8.215,0.438,0.1040,3.5,0.270,0.053,0.000,8.231,0.438,0.058,0.058,8.173,140.092,5.360,0.0127,0.053,0.000,6.175,11,3.20,3.20,20.50
3.22,7.730,0.430,0.1821,3.3,0.150,0.055,0.000,7.759,0.430,0.059,0.059,7.700,131.069,5.580,0.0236,0.056,0.000,6.065,11,3.22,3.22,20.50
3.24,6.679,0.447,0.2564,3.3,0.180,0.067,0.000,6.720,0.447,0.059,0.059,6.661,112.592,6.709,0.0385,0.067,0.000,6.377,11,3.24,3.24,20.50
3.26,6.480,0.438,0.3593,3.3,0.180,0.067,0.000,6.537,0.438,0.060,0.060,6.478,108.743,6.768,0.0555,0.068,0.000,6.393,11,3.26,3.26,20.50
3.28,6.215,0.417,0.5019,3.3,0.140,0.066,0.000,6.296,0.417,0.060,0.060,6.236,103.965,6.682,0.0805,0.067,0.000,6.252,11,3.28,3.28,20.50
3.30,6.341,0.369,0.5026,3.4,0.100,0.057,0.000,6.421,0.369,0.060,0.060,6.361,105.327,5.803,0.0790,0.058,0.000,5.718,11,3.30,3.30,20.50
3.32,6.147,0.351,0.3289,3.4,0.190,0.057,0.000,6.199,0.351,0.061,0.061,6.139,100.962,5.711,0.0536,0.057,0.000,5.612,11,3.32,3.32,20.50
3.34,5.923,0.338,0.3686,3.4,0.190,0.056,0.000,5.982,0.338,0.061,0.061,5.921,96.725,5.706,0.0623,0.057,0.000,5.572,11,3.34,3.34,20.50
3.36,5.607,0.304,0.1549,3.5,0.200,0.054,0.000,5.632,0.304,0.062,0.062,5.570,90.399,5.463,0.0278,0.054,0.000,5.125,11,3.36,3.36,20.50
3.38,5.588,0.285,0.2623,3.5,0.160,0.051,0.000,5.630,0.285,0.062,0.062,5.568,89.759,5.126,0.0471,0.051,0.000,4.922,11,3.38,3.38,20.50
3.40,6.087,0.259,0.5352,3.6,0.100,0.042,0.000,6.172,0.259,0.062,0.062,6.110,97.933,4.232,0.0876,0.042,0.000,4.554,11,3.40,3.40,18.00
3.42,5.921,0.240,0.1701,3.6,0.070,0.040,0.000,5.948,0.240,0.063,0.063,5.886,93.794,4.073,0.0289,0.040,0.000,4.327,11,3.42,3.42,18.00
3.44,5.699,0.243,0.0431,3.6,0.090,0.043,0.000,5.706,0.243,0.063,0.063,5.643,89.410,4.308,0.0076,0.043,0.000,4.493,3,3.44,3.44,18.00
3.46,5.300,0.265,0.0188,3.6,0.080,0.050,0.000,5.304,0.265,0.063,0.063,5.240,82.559,5.055,0.0036,0.050,0.000,5.002,3,3.46,3.46,18.00
3.48,4.957,0.287,0.0659,3.6,0.080,0.058,0.000,4.967,0.287,0.064,0.064,4.903,76.832,5.863,0.0134,0.058,0.000,5.524,3,3.48,3.48,17.50
3.50,4.891,0.298,0.1299,3.6,0.120,0.061,0.000,4.912,0.298,0.064,0.064,4.848,75.551,6.145,0.0268,0.061,0.000,5.868,3,3.50,3.50,17.50
3.52,4.823,0.317,0.1428,3.6,0.160,0.066,0.000,4.846,0.317,0.065,0.065,4.781,74.101,6.639,0.0299,0.066,0.000,6.482,3,3.52,3.52,17.50
3.54,4.722,0.335,0.1478,3.6,0.140,0.071,0.000,4.746,0.335,0.065,0.065,4.681,72.159,7.152,0.0316,0.071,0.000,7.070,3,3.54,3.54,17.50
3.56,4.657,0.341,0.1631,3.7,0.180,0.073,0.000,4.683,0.341,0.065,0.065,4.618,70.805,7.384,0.0353,0.073,0.000,7.446,3,3.56,3.56,17.50
3.58,4.606,0.318,0.1698,3.6,0.160,0.069,0.000,4.633,0.318,0.066,0.066,4.567,69.658,6.967,0.0372,0.069,0.000,7.169,3,3.58,3.58,17.50
3.60,4.185,0.306,0.1205,3.6,0.100,0.073,0.000,4.204,0.306,0.066,0.066,4.138,62.771,7.383,0.0291,0.073,0.000,7.070,3,3.60,3.60,17.50
3.62,4.103,0.286,0.1384,3.6,0.260,0.069,0.000,4.126,0.286,0.066,0.066,4.059,61.254,7.046,0.0341,0.070,0.000,6.816,3,3.62,3.62,17.50
3.64,4.144,0.268,0.1513,3.7,0.290,0.064,0.000,4.168,0.268,0.067,0.067,4.101,61.565,6.542,0.0369,0.065,0.000,6.601,3,3.64,3.64,17.50
3.66,3.989,0.268,0.1513,3.7,0.310,0.067,0.000,4.013,0.268,0.067,0.067,3.946,58.922,6.799,0.0383,0.067,0.000,6.839,3,3.66,3.66,17.50
3.68,3.751,0.269,0.1359,3.7,0.280,0.071,0.000,3.773,0.269,0.067,0.067,3.705,55.039,7.255,0.0367,0.072,0.000,7.118,3,3.68,3.68,17.50
3.70,3.659,0.249,0.1700,3.7,0.240,0.067,0.000,3.686,0.249,0.068,0.068,3.619,53.475,6.867,0.0470,0.068,0.000,6.910,3,3.70,3.70,17.50
3.72,3.516,0.235,0.0437,3.7,0.240,0.067,0.000,3.523,0.235,0.068,0.068,3.455,50.798,6.807,0.0126,0.067,0.000,6.810,3,3.72,3.72,17.50
3.74,3.381,0.237,0.0208,3.7,0.300,0.070,0.000,3.384,0.237,0.068,0.068,3.316,48.494,7.154,0.0063,0.070,0.000,7.168,3,3.74,3.74,17.50
3.76,3.164,0.220,0.0472,3.8,0.210,0.069,0.000,3.171,0.220,0.069,0.069,3.103,45.147,7.081,0.0152,0.069,0.000,7.172,3,3.76,3.76,17.50
3.78,3.046,0.214,0.1242,3.8,0.160,0.070,0.000,3.065,0.214,0.069,0.069,2.996,43.382,7.149,0.0414,0.070,0.000,7.337,3,3.78,3.77,17.50
3.80,2.621,0.212,0.1274,3.8,0.250,0.080,0.000,2.641,0.212,0.069,0.069,2.572,37.045,8.244,0.0495,0.081,0.000,7.553,3,3.80,3.79,17.50
3.82,2.621,0.204,0.1292,3.8,0.270,0.077,0.000,2.641,0.204,0.070,0.070,2.572,36.858,7.933,0.0502,0.078,0.000,7.489,3,3.82,3.81,17.50
3.84,2.511,0.194,0.1101,3.8,0.260,0.077,0.000,2.529,0.194,0.070,0.070,2.459,35.067,7.878,0.0448,0.077,0.000,7.274,3,3.84,3.83,17.50
3.86,1.438,0.048,0.5065,3.8,0.000,0.031,0.000,1.519,0.048,0.070,0.070,1.448,20.549,3.294,0.3497,0.033,0.000,1.818,3,3.86,3.85,18.00
3.88,2.408,0.155,0.4116,3.8,0.060,0.063,0.000,2.474,0.155,0.071,0.071,2.403,33.931,6.445,0.1713,0.064,0.000,5.923,3,3.88,3.87,17.50
3.90,2.511,0.151,0.4745,3.8,0.110,0.058,0.000,2.587,0.151,0.071,0.071,2.516,35.349,6.009,0.1886,0.060,0.000,5.765,3,3.90,3.89,17.50
3.92,2.746,0.148,0.4177,3.9,0.130,0.053,0.000,2.813,0.148,0.072,0.072,2.741,38.322,5.417,0.1524,0.054,0.000,5.540,3,3.92,3.91,17.50
3.94,2.846,0.140,0.1951,3.9,0.170,0.049,0.000,2.878,0.140,0.072,0.072,2.806,39.034,4.990,0.0695,0.049,0.000,5.100,3,3.94,3.93,17.50
3.96,2.956,0.136,0.2118,3.8,0.150,0.045,0.000,2.990,0.136,0.072,0.072,2.917,40.384,4.648,0.0726,0.046,0.000,4.813,3,3.96,3.95,18.00
3.98,3.062,0.137,0.2298,3.9,0.170,0.044,0.000,3.098,0.137,0.073,0.073,3.026,41.676,4.531,0.0760,0.045,0.000,4.605,3,3.98,3.97,18.00
4.00,3.128,0.145,0.2217,3.9,0.180,0.046,0.000,3.164,0.145,0.073,0.073,3.091,42.366,4.675,0.0717,0.046,0.000,4.737,3,4.00,3.99,18.00
4.02,3.255,0.159,0.1737,3.9,0.200,0.048,0.000,3.283,0.159,0.073,0.073,3.210,43.785,4.960,0.0541,0.049,0.000,5.113,3,4.02,4.01,17.50
4.04,3.335,0.167,0.1720,3.9,0.210,0.050,0.000,3.362,0.167,0.074,0.074,3.289,44.645,5.069,0.0523,0.050,0.000,5.288,3,4.04,4.03,17.50
4.06,3.303,0.173,0.0889,3.9,0.220,0.052,0.000,3.317,0.173,0.074,0.074,3.243,43.821,5.334,0.0274,0.052,0.000,5.427,3,4.06,4.05,17.50
4.08,3.199,0.184,0.0950,3.9,0.230,0.057,0.000,3.214,0.184,0.074,0.074,3.140,42.225,5.860,0.0303,0.058,0.000,5.729,3,4.08,4.07,17.50
4.10,3.213,0.187,0.1247,3.9,0.230,0.058,0.000,3.233,0.187,0.075,0.075,3.158,42.275,5.933,0.0395,0.058,0.000,5.813,3,4.10,4.09,17.50
4.12,3.204,0.190,0.0493,3.9,0.230,0.059,0.000,3.212,0.190,0.075,0.075,3.137,41.795,6.060,0.0157,0.059,0.000,5.873,3,4.12,4.11,17.50
4.14,3.174,0.197,0.1063,4.0,0.220,0.062,0.000,3.191,0.197,0.075,0.075,3.116,41.319,6.329,0.0341,0.062,0.000,6.090,3,4.14,4.13,17.50
4.16,3.238,0.198,0.1800,4.1,0.220,0.061,0.000,3.267,0.198,0.076,0.076,3.191,42.118,6.218,0.0564,0.061,0.000,6.138,3,4.16,4.15,17.50
4.18,3.217,0.200,0.2131,4.0,0.230,0.062,0.000,3.251,0.200,0.076,0.076,3.175,41.710,6.300,0.0671,0.062,0.000,6.198,3,4.18,4.17,17.50
4.20,3.195,0.203,0.2013,4.0,0.220,0.063,0.000,3.228,0.203,0.076,0.076,3.151,41.213,6.439,0.0639,0.063,0.000,6.309,3,4.20,4.19,17.50
4.22,3.271,0.200,0.1685,4.1,0.230,0.061,0.000,3.298,0.200,0.077,0.077,3.221,41.940,6.215,0.0523,0.061,0.000,6.251,3,4.22,4.21,17.50
4.24,3.271,0.206,0.0905,4.1,0.230,0.063,0.000,3.286,0.206,0.077,0.077,3.209,41.584,6.414,0.0282,0.063,0.000,6.451,3,4.24,4.23,17.50
4.26,3.271,0.206,0.0905,4.1,0.240,0.063,0.000,3.286,0.206,0.078,0.078,3.208,41.392,6.415,0.0282,0.063,0.000,6.455,3,4.26,4.25,17.50
4.28,3.240,0.219,0.1100,4.1,0.260,0.067,0.000,3.257,0.219,0.078,0.078,3.179,40.833,6.879,0.0346,0.068,0.000,6.855,3,4.28,4.27,17.50
4.30,3.083,0.206,0.1329,4.1,0.190,0.066,0.000,3.104,0.206,0.078,0.078,3.026,38.686,6.822,0.0439,0.067,0.000,6.485,3,4.30,4.29,17.50
4.32,3.067,0.203,0.1127,4.1,0.190,0.066,0.000,3.085,0.203,0.079,0.079,3.006,38.266,6.759,0.0375,0.066,0.000,6.409,3,4.32,4.31,17.50
4.34,3.067,0.203,0.1127,4.1,0.200,0.066,0.000,3.085,0.203,0.079,0.079,3.006,38.092,6.760,0.0375,0.066,0.000,6.469,3,4.34,4.33,17.50
4.36,3.151,0.209,0.0625,4.2,0.200,0.066,0.000,3.161,0.209,0.079,0.079,3.082,38.886,6.771,0.0203,0.066,0.000,6.733,3,4.36,4.35,17.50
4.38,3.262,0.208,0.0735,4.2,0.190,0.064,0.000,3.274,0.208,0.080,0.080,3.195,40.127,6.514,0.0230,0.064,0.000,6.801,3,4.38,4.37,17.50
4.40,3.130,0.208,0.0821,4.3,0.190,0.066,0.000,3.143,0.208,0.080,0.080,3.063,38.311,6.777,0.0268,0.066,0.000,6.870,3,4.40,4.39,17.50
4.42,3.063,0.201,0.0871,4.3,0.190,0.065,0.000,3.077,0.201,0.080,0.080,2.997,37.316,6.704,0.0291,0.066,0.000,6.702,3,4.42,4.41,17.50
4.44,2.947,0.198,0.0944,4.2,0.200,0.067,0.000,2.962,0.198,0.081,0.081,2.881,35.722,6.861,0.0328,0.067,0.000,6.592,3,4.44,4.43,17.50
4.46,2.816,0.195,0.0861,4.2,0.210,0.069,0.000,2.830,0.195,0.081,0.081,2.749,33.936,7.104,0.0313,0.069,0.000,6.470,3,4.46,4.45,17.50
4.48,2.834,0.185,0.0424,4.2,0.210,0.065,0.000,2.841,0.185,0.081,0.081,2.759,33.916,6.701,0.0154,0.065,0.000,6.083,3,4.48,4.47,17.50
4.50,2.818,0.182,0.0977,4.3,0.210,0.064,0.000,2.834,0.182,0.082,0.082,2.752,33.682,6.628,0.0355,0.065,0.000,5.952,3,4.50,4.49,17.50
4.52,2.818,0.171,0.2035,4.2,0.210,0.060,0.000,2.851,0.171,0.082,0.082,2.769,33.740,6.191,0.0735,0.061,0.000,5.520,3,4.52,4.51,17.50
4.54,3.084,0.150,0.2498,4.3,0.210,0.048,0.000,3.124,0.150,0.082,0.082,3.042,36.912,4.944,0.0821,0.049,0.000,4.759,3,4.54,4.53,17.50
4.56,3.276,0.142,0.2991,4.3,0.200,0.043,0.000,3.324,0.142,0.083,0.083,3.242,39.164,4.384,0.0923,0.043,0.000,4.392,3,4.56,4.55,18.00
4.58,3.386,0.143,0.2105,4.4,0.170,0.042,0.000,3.420,0.143,0.083,0.083,3.336,40.135,4.280,0.0631,0.042,0.000,4.283,3,4.58,4.57,18.00
4.60,3.536,0.145,0.1714,4.3,0.160,0.041,0.000,3.563,0.145,0.083,0.083,3.480,41.677,4.158,0.0493,0.041,0.000,4.201,3,4.60,4.59,18.00
4.62,3.578,0.156,0.1784,4.3,0.140,0.043,0.000,3.607,0.156,0.084,0.084,3.523,42.012,4.423,0.0506,0.044,0.000,4.400,3,4.62,4.61,18.00
4.64,3.666,0.164,0.1455,4.3,0.140,0.044,0.000,3.689,0.164,0.084,0.084,3.605,42.813,4.552,0.0404,0.045,0.000,4.511,3,4.64,4.63,18.00
4.66,3.774,0.185,0.0675,4.3,0.140,0.049,0.000,3.784,0.185,0.085,0.085,3.700,43.755,5.011,0.0182,0.049,0.000,4.999,3,4.66,4.65,17.50
4.68,3.904,0.191,0.0994,4.4,0.140,0.049,0.000,3.920,0.191,0.085,0.085,3.835,45.168,4.991,0.0259,0.049,0.000,5.082,3,4.68,4.67,17.50
4.70,4.049,0.205,0.1065,4.4,0.120,0.050,0.000,4.066,0.205,0.085,0.085,3.980,46.686,5.145,0.0268,0.051,0.000,5.368,3,4.70,4.69,17.50
4.72,3.874,0.231,0.1430,4.4,0.150,0.059,0.000,3.897,0.231,0.086,0.086,3.811,44.521,6.058,0.0375,0.060,0.000,6.005,3,4.72,4.71,17.50
4.74,3.888,0.233,0.1621,4.4,0.180,0.059,0.000,3.914,0.233,0.086,0.086,3.828,44.536,6.073,0.0423,0.060,0.000,6.020,3,4.74,4.73,17.50
4.76,3.864,0.235,0.1147,4.5,0.180,0.060,0.000,3.882,0.235,0.086,0.086,3.796,43.977,6.178,0.0302,0.061,0.000,6.063,3,4.76,4.75,17.50
4.78,3.911,0.236,0.1262,4.5,0.200,0.060,0.000,3.931,0.236,0.087,0.087,3.845,44.366,6.133,0.0328,0.060,0.000,6.083,3,4.78,4.77,17.50
4.80,3.922,0.237,0.0632,4.5,0.210,0.060,0.000,3.932,0.237,0.087,0.087,3.845,44.189,6.174,0.0164,0.061,0.000,6.141,3,4.80,4.79,17.50
4.82,3.865,0.242,-0.0044,4.5,0.210,0.063,0.000,3.865,0.242,0.087,0.087,3.777,43.239,6.409,-0.0012,0.063,0.000,6.298,3,4.82,4.81,17.50
4.84,3.763,0.243,0.0030,4.5,0.220,0.065,0.000,3.764,0.243,0.088,0.088,3.676,41.909,6.605,0.0008,0.065,0.000,6.310,3,4.84,4.83,17.50
4.86,3.728,0.244,0.0022,4.5,0.220,0.065,0.000,3.728,0.244,0.088,0.088,3.640,41.338,6.692,0.0006,0.065,0.000,6.317,3,4.86,4.85,17.50
4.88,3.874,0.248,-0.0193,4.4,0.210,0.064,0.000,3.871,0.248,0.088,0.088,3.783,42.786,6.543,-0.0051,0.064,0.000,6.391,3,4.88,4.87,17.50
4.90,3.783,0.254,0.0347,4.5,0.210,0.067,0.000,3.788,0.254,0.089,0.089,3.699,41.677,6.855,0.0094,0.067,0.000,6.546,3,4.90,4.89,17.50
4.92,3.811,0.252,-0.0076,4.5,0.220,0.066,0.000,3.809,0.252,0.089,0.089,3.720,41.750,6.765,-0.0020,0.066,0.000,6.493,3,4.92,4.91,17.50
4.94,3.918,0.235,-0.0347,4.5,0.220,0.060,0.000,3.913,0.235,0.089,0.089,3.823,42.737,6.157,-0.0091,0.060,0.000,6.063,3,4.94,4.93,17.50
4.96,3.982,0.240,-0.0516,4.5,0.220,0.060,0.000,3.973,0.240,0.090,0.090,3.884,43.243,6.167,-0.0133,0.060,0.000,6.172,3,4.96,4.95,17.50
4.98,4.042,0.249,-0.0442,4.5,0.210,0.062,0.000,4.035,0.249,0.090,0.090,3.944,43.750,6.305,-0.0112,0.062,0.000,6.427,3,4.98,4.97,17.50
5.00,3.927,0.253,-0.0042,4.5,0.220,0.064,0.000,3.926,0.253,0.091,0.091,3.836,42.381,6.590,-0.0011,0.064,0.000,6.801,3,5.00,4.99,17.50
5.02,3.950,0.249,-0.0048,4.6,0.210,0.063,0.000,3.949,0.249,0.091,0.091,3.858,42.465,6.461,-0.0012,0.063,0.000,6.813,3,5.02,5.01,17.50
5.04,3.932,0.250,-0.0531,4.6,0.210,0.064,0.000,3.924,0.250,0.091,0.091,3.833,42.021,6.510,-0.0139,0.063,0.000,6.912,3,5.04,5.03,17.50
5.06,3.740,0.266,-0.0466,4.6,0.210,0.071,0.000,3.733,0.266,0.092,0.092,3.641,39.768,7.294,-0.0128,0.071,0.000,7.464,3,5.06,5.05,17.50
5.08,3.610,0.264,-0.0522,4.7,0.200,0.073,0.000,3.601,0.264,0.092,0.092,3.510,38.185,7.525,-0.0149,0.073,0.000,7.570,3,5.08,5.07,17.50
5.10,2.197,0.124,0.2182,4.7,0.080,0.056,0.000,2.232,0.124,0.092,0.092,2.139,23.188,5.810,0.1020,0.057,0.000,3.649,3,5.10,5.09,17.50
5.12,3.143,0.250,-0.0233,4.7,0.090,0.079,0.000,3.139,0.250,0.093,0.093,3.046,32.893,8.190,-0.0076,0.079,0.000,7.475,3,5.12,5.11,17.50
5.14,3.268,0.259,-0.0350,4.7,0.170,0.079,0.000,3.262,0.259,0.093,0.093,3.169,34.091,8.163,-0.0110,0.079,0.000,7.914,3,5.14,5.13,17.50
5.16,3.354,0.263,-0.0340,4.8,0.210,0.078,0.000,3.349,0.263,0.093,0.093,3.255,34.887,8.070,-0.0104,0.078,0.000,8.198,3,5.16,5.15,17.50
5.18,3.217,0.265,-0.0382,4.8,0.220,0.083,0.000,3.210,0.265,0.094,0.094,3.117,33.278,8.505,-0.0123,0.082,0.000,8.388,3,5.18,5.17,17.50
5.20,3.137,0.234,0.1338,4.7,0.220,0.074,0.000,3.159,0.234,0.094,0.094,3.065,32.600,7.622,0.0437,0.074,0.000,7.496,3,5.20,5.19,17.50
5.22,3.169,0.216,0.2013,4.7,0.220,0.068,0.000,3.201,0.216,0.094,0.094,3.107,32.925,6.962,0.0648,0.068,0.000,6.786,3,5.22,5.21,17.50
5.24,3.190,0.202,0.1850,4.7,0.220,0.063,0.000,3.220,0.202,0.095,0.095,3.125,32.996,6.467,0.0592,0.063,0.000,6.398,3,5.24,5.23,17.50
5.26,3.224,0.190,0.1221,4.7,0.220,0.059,0.000,3.243,0.190,0.095,0.095,3.148,33.118,6.045,0.0388,0.059,0.000,6.126,3,5.26,5.25,17.50
5.28,3.255,0.188,0.1106,4.7,0.220,0.057,0.000,3.273,0.188,0.095,0.095,3.178,33.306,5.913,0.0348,0.058,0.000,6.165,3,5.28,5.27,17.50
5.30,3.128,0.192,0.0566,4.7,0.200,0.061,0.000,3.138,0.192,0.096,0.096,3.042,31.765,6.305,0.0186,0.061,0.000,6.390,3,5.30,5.29,17.50
5.32,2.977,0.217,-0.0018,4.7,0.190,0.073,0.000,2.977,0.217,0.096,0.096,2.880,29.970,7.534,-0.0006,0.073,0.000,7.346,3,5.32,5.31,17.50
5.34,2.827,0.231,-0.0291,4.7,0.190,0.082,0.000,2.822,0.231,0.096,0.096,2.726,28.259,8.478,-0.0107,0.082,0.000,7.966,3,5.34,5.33,17.50
5.36,2.693,0.236,-0.0389,4.8,0.180,0.088,0.000,2.687,0.236,0.097,0.097,2.590,26.753,9.124,-0.0150,0.088,0.000,8.425,3,5.36,5.35,17.50
5.38,2.709,0.235,-0.0217,4.8,0.160,0.087,0.000,2.705,0.235,0.097,0.097,2.608,26.845,8.998,-0.0083,0.087,0.000,8.689,3,5.38,5.37,17.50
5.40,2.709,0.235,-0.0217,4.8,0.150,0.087,0.000,2.705,0.235,0.098,0.098,2.608,26.745,9.000,-0.0083,0.087,0.000,9.113,3,5.40,5.39,17.50
5.42,2.614,0.207,0.0827,4.8,0.150,0.079,0.000,2.627,0.207,0.098,0.098,2.529,25.844,8.177,0.0327,0.079,0.000,8.411,3,5.42,5.41,17.50
5.44,2.585,0.178,-0.0016,4.8,0.160,0.069,0.000,2.585,0.178,0.098,0.098,2.487,25.323,7.141,-0.0006,0.069,0.000,7.430,3,5.44,5.43,17.50
5.46,2.132,0.169,-0.0007,4.9,0.180,0.079,0.000,2.132,0.169,0.099,0.099,2.034,20.634,8.290,-0.0003,0.079,0.000,7.143,3,5.46,5.45,17.50
5.48,2.084,0.142,0.0241,4.9,0.220,0.068,0.000,2.088,0.142,0.099,0.099,1.989,20.108,7.145,0.0121,0.068,0.000,6.076,3,5.48,5.47,17.50
5.50,1.870,0.133,0.0210,4.9,0.230,0.071,0.000,1.874,0.133,0.099,0.099,1.775,17.878,7.472,0.0118,0.071,0.000,5.747,3,5.50,5.49,17.50
5.52,1.844,0.117,0.0587,5.0,0.240,0.063,0.000,1.853,0.117,0.100,0.100,1.754,17.607,6.682,0.0335,0.064,0.000,5.214,3,5.52,5.51,17.50
5.54,2.226,0.111,0.1354,5.0,0.230,0.050,0.000,2.247,0.111,0.100,0.100,2.148,21.484,5.187,0.0630,0.050,0.000,5.110,3,5.54,5.53,17.50
5.56,2.497,0.108,0.1816,5.1,0.240,0.043,0.000,2.526,0.108,0.100,0.100,2.426,24.183,4.464,0.0749,0.043,0.000,5.163,3,5.56,5.55,18.00
5.58,2.453,0.093,0.2086,5.1,0.250,0.037,0.000,2.487,0.093,0.101,0.101,2.386,23.698,3.906,0.0874,0.038,0.000,4.560,3,5.58,5.57,18.00
5.60,2.367,0.098,0.0790,5.1,0.260,0.041,0.000,2.379,0.098,0.101,0.101,2.278,22.549,4.301,0.0347,0.041,0.000,4.942,3,5.60,5.59,18.00
5.62,2.053,0.104,-0.0313,5.1,0.190,0.051,0.000,2.048,0.104,0.101,0.101,1.947,19.199,5.358,-0.0161,0.051,0.000,5.419,3,5.62,5.61,17.50
5.64,1.870,0.117,-0.0499,5.1,0.200,0.063,0.000,1.862,0.117,0.102,0.102,1.760,17.299,6.659,-0.0284,0.063,0.000,6.281,3,5.64,5.63,17.50
5.66,1.675,0.140,-0.0640,5.3,0.220,0.084,0.000,1.665,0.140,0.102,0.102,1.563,15.306,8.972,-0.0410,0.084,0.000,7.898,3,5.66,5.65,17.50
5.68,1.543,0.151,-0.0663,5.2,0.220,0.099,0.000,1.532,0.151,0.102,0.102,1.430,13.955,10.577,-0.0464,0.098,0.000,9.074,3,5.68,5.67,17.50
5.70,1.416,0.158,-0.0686,5.3,0.230,0.112,0.000,1.405,0.158,0.103,0.103,1.302,12.666,12.136,-0.0527,0.112,0.000,10.103,3,5.70,5.69,17.50
5.72,1.231,0.148,-0.0666,5.3,0.240,0.122,0.000,1.220,0.148,0.103,0.103,1.117,10.828,13.288,-0.0596,0.121,0.000,9.999,3,5.72,5.71,17.50
5.74,1.197,0.127,-0.0616,5.4,0.240,0.107,0.000,1.187,0.127,0.103,0.103,1.084,10.472,11.746,-0.0568,0.106,0.000,8.839,3,5.74,5.73,17.50
5.76,1.224,0.104,-0.0561,5.4,0.230,0.085,0.000,1.215,0.104,0.104,0.104,1.112,10.705,9.338,-0.0505,0.085,0.000,7.416,3,5.76,5.75,17.50
5.78,1.301,0.083,-0.0482,5.4,0.200,0.064,0.000,1.293,0.083,0.104,0.104,1.189,11.414,6.979,-0.0405,0.064,0.000,6.021,3,5.78,5.77,17.50
5.80,1.327,0.068,-0.0458,5.4,0.200,0.051,0.000,1.319,0.068,0.105,0.105,1.215,11.621,5.581,-0.0377,0.051,0.000,4.927,3,5.80,5.79,17.50
5.82,1.491,0.044,-0.0013,5.3,0.230,0.030,0.000,1.490,0.044,0.105,0.105,1.385,13.208,3.176,-0.0009,0.030,0.000,3.167,3,5.82,5.81,18.00
5.84,1.568,0.046,0.0046,5.3,0.220,0.029,0.000,1.569,0.046,0.105,0.105,1.464,13.905,3.150,0.0031,0.029,0.000,3.249,4,5.84,5.83,18.00
5.86,1.424,0.050,0.0094,5.3,0.220,0.035,0.000,1.426,0.050,0.106,0.106,1.320,12.501,3.764,0.0071,0.035,0.000,3.390,4,5.86,5.85,18.00
5.88,1.442,0.052,0.0188,5.3,0.240,0.036,0.000,1.445,0.052,0.106,0.106,1.339,12.636,3.883,0.0140,0.036,0.000,3.418,4,5.88,5.87,18.00
5.90,1.516,0.055,0.0591,5.3,0.250,0.036,0.000,1.526,0.055,0.106,0.106,1.419,13.347,3.889,0.0416,0.036,0.000,3.506,4,5.90,5.89,18.00
