H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
2.92,2.519,0.140,0.2914,1.7,0.470,0.055,0.000,2.566,0.140,0.051,0.051,2.515,49.086,5.571,0.1159,0.056,0.000,5.364,3,2.92,2.92,17.50
2.94,2.519,0.144,0.2874,1.7,0.480,0.056,0.000,2.565,0.144,0.052,0.052,2.514,48.734,5.741,0.1143,0.057,0.000,5.302,3,2.94,2.94,17.50
2.96,2.595,0.144,0.2874,1.6,0.520,0.055,0.000,2.641,0.144,0.052,0.052,2.589,49.859,5.573,0.1110,0.056,0.000,5.122,3,2.96,2.96,17.50
2.98,2.595,0.149,0.3011,1.6,0.520,0.056,0.000,2.643,0.149,0.052,0.052,2.591,49.560,5.739,0.1162,0.057,0.000,5.126,3,2.98,2.98,17.50
3.00,2.606,0.149,0.3011,1.6,0.560,0.056,0.000,2.654,0.149,0.053,0.053,2.601,49.425,5.716,0.1158,0.057,0.000,5.022,3,3.00,3.00,17.50
3.02,2.606,0.156,0.1920,1.6,0.580,0.059,0.000,2.636,0.156,0.053,0.053,2.583,48.763,6.042,0.0743,0.060,0.000,5.158,3,3.02,3.02,17.50
3.04,3.674,0.156,0.1920,1.5,0.560,0.042,0.000,3.705,0.156,0.053,0.053,3.651,68.457,4.275,0.0526,0.042,0.000,5.022,3,3.04,3.04,18.00
3.06,3.674,0.156,0.1920,1.5,0.560,0.042,0.000,3.705,0.156,0.054,0.054,3.651,67.991,4.275,0.0526,0.042,0.000,4.893,3,3.06,3.06,18.00
3.08,3.674,0.170,0.1805,1.5,0.580,0.046,0.000,3.703,0.170,0.054,0.054,3.649,67.498,4.662,0.0495,0.046,0.000,5.209,3,3.08,3.08,18.00
3.10,3.413,0.170,0.1805,1.6,0.630,0.049,0.000,3.442,0.170,0.054,0.054,3.388,62.262,5.021,0.0533,0.050,0.000,5.054,3,3.10,3.10,17.50
3.12,3.413,0.192,0.0724,1.6,0.600,0.056,0.000,3.425,0.192,0.055,0.055,3.370,61.542,5.688,0.0215,0.056,0.000,5.533,3,3.12,3.12,17.50
3.14,3.422,0.192,0.0724,1.5,0.650,0.056,0.000,3.434,0.192,0.055,0.055,3.378,61.304,5.674,0.0214,0.056,0.000,5.399,3,3.14,3.14,17.50
3.16,3.422,0.179,0.1278,1.5,0.680,0.052,0.000,3.442,0.179,0.055,0.055,3.387,61.071,5.279,0.0377,0.052,0.000,5.051,3,3.16,3.16,17.50
3.18,3.422,0.179,0.1278,1.5,0.680,0.052,0.000,3.442,0.179,0.056,0.056,3.387,60.682,5.280,0.0377,0.052,0.000,5.067,3,3.18,3.18,17.50
3.20,3.695,0.179,0.1278,1.6,0.700,0.048,0.000,3.716,0.179,0.056,0.056,3.660,65.152,4.886,0.0349,0.048,0.000,5.120,3,3.20,3.20,18.00
3.22,3.695,0.189,0.1007,1.6,0.730,0.051,0.000,3.711,0.189,0.057,0.057,3.655,64.666,5.160,0.0276,0.051,0.000,5.420,3,3.22,3.22,17.50
3.24,3.553,0.189,0.1007,1.8,0.710,0.053,0.000,3.569,0.189,0.057,0.057,3.512,61.750,5.371,0.0287,0.053,0.000,5.440,3,3.24,3.24,17.50
3.26,3.553,0.189,0.1007,1.8,0.710,0.053,0.000,3.569,0.189,0.057,0.057,3.511,61.367,5.371,0.0287,0.053,0.000,5.563,3,3.26,3.26,17.50
3.28,3.553,0.198,0.1160,1.8,0.720,0.055,0.000,3.571,0.198,0.058,0.058,3.513,61.030,5.624,0.0330,0.056,0.000,5.963,3,3.28,3.28,17.50
3.30,3.274,0.198,0.1160,1.7,0.710,0.060,0.000,3.292,0.198,0.058,0.058,3.235,55.845,6.109,0.0359,0.060,0.000,6.103,3,3.30,3.30,17.50
3.32,3.274,0.198,0.1160,1.7,0.710,0.060,0.000,3.292,0.198,0.058,0.058,3.234,55.504,6.110,0.0359,0.060,0.000,6.432,3,3.32,3.32,17.50
3.34,3.274,0.234,0.0776,1.7,0.670,0.071,0.000,3.286,0.234,0.059,0.059,3.228,55.061,7.250,0.0240,0.071,0.000,8.050,3,3.34,3.34,17.50
3.36,2.581,0.234,0.0776,1.8,0.700,0.090,0.000,2.593,0.234,0.059,0.059,2.534,42.979,9.233,0.0306,0.091,0.000,8.496,3,3.36,3.36,17.50
3.38,2.581,0.242,0.0518,1.8,0.730,0.093,0.000,2.589,0.242,0.059,0.059,2.530,42.650,9.561,0.0205,0.094,0.000,9.074,3,3.38,3.38,17.50
3.40,2.581,0.242,0.0518,1.8,0.730,0.093,0.000,2.589,0.242,0.060,0.060,2.530,42.393,9.563,0.0205,0.094,0.000,9.385,3,3.40,3.40,17.50
3.42,1.876,0.242,0.0518,1.8,0.790,0.128,0.000,1.884,0.242,0.060,0.060,1.824,30.391,13.262,0.0284,0.129,0.000,9.620,3,3.42,3.42,17.50
3.44,1.876,0.201,0.0593,1.8,0.800,0.107,0.000,1.885,0.201,0.060,0.060,1.825,30.229,11.042,0.0325,0.107,0.000,8.324,3,3.44,3.44,17.50
3.46,1.876,0.201,0.0593,1.8,0.800,0.107,0.000,1.885,0.201,0.061,0.061,1.825,30.049,11.044,0.0325,0.107,0.000,8.661,3,3.46,3.46,17.50
3.48,2.581,0.201,0.0593,1.7,0.820,0.078,0.000,2.590,0.201,0.061,0.061,2.529,41.418,7.966,0.0234,0.078,0.000,8.778,3,3.48,3.48,17.50
3.50,2.581,0.153,0.1298,1.7,0.820,0.059,0.000,2.602,0.153,0.061,0.061,2.540,41.360,6.019,0.0511,0.059,0.000,6.883,3,3.50,3.50,17.50
3.52,2.581,0.153,0.1298,1.7,0.820,0.059,0.000,2.602,0.153,0.062,0.062,2.540,41.120,6.020,0.0511,0.059,0.000,7.119,3,3.52,3.52,17.50
3.54,2.239,0.153,0.1298,1.5,0.850,0.068,0.000,2.260,0.153,0.062,0.062,2.198,35.377,6.957,0.0591,0.068,0.000,7.152,3,3.54,3.54,17.50
3.56,2.239,0.153,0.1298,1.5,0.850,0.068,0.000,2.260,0.153,0.062,0.062,2.197,35.174,6.959,0.0591,0.068,0.000,7.185,3,3.56,3.56,17.50
3.58,2.239,0.133,0.1166,1.5,0.890,0.059,0.000,2.258,0.133,0.063,0.063,2.195,34.939,6.078,0.0531,0.060,0.000,6.302,3,3.58,3.58,17.50
3.60,1.768,0.133,0.1166,1.5,0.930,0.075,0.000,1.787,0.133,0.063,0.063,1.724,27.288,7.739,0.0676,0.075,0.000,6.534,3,3.60,3.60,17.50
3.62,1.768,0.133,0.1166,1.5,0.930,0.075,0.000,1.787,0.133,0.064,0.064,1.723,27.132,7.740,0.0677,0.075,0.000,6.784,3,3.62,3.62,17.50
3.64,1.768,0.114,0.1111,1.5,0.980,0.064,0.000,1.786,0.114,0.064,0.064,1.722,26.964,6.643,0.0645,0.065,0.000,6.049,3,3.64,3.64,17.50
3.66,1.768,0.114,0.1111,1.5,0.980,0.064,0.000,1.786,0.114,0.064,0.064,1.722,26.812,6.644,0.0645,0.065,0.000,5.708,3,3.66,3.66,17.50
3.68,1.753,0.114,0.1111,1.5,0.940,0.065,0.000,1.771,0.114,0.065,0.065,1.707,26.429,6.704,0.0651,0.065,0.000,5.403,3,3.68,3.68,17.50
3.70,1.753,0.114,0.1111,1.5,0.940,0.065,0.000,1.771,0.114,0.065,0.065,1.706,26.281,6.705,0.0651,0.065,0.000,5.130,3,3.70,3.70,17.50
3.72,1.753,0.111,0.1467,1.5,0.850,0.063,0.000,1.777,0.111,0.065,0.065,1.712,26.222,6.491,0.0857,0.063,0.000,4.760,3,3.72,3.72,17.50
3.74,1.753,0.111,0.1467,1.5,0.850,0.063,0.000,1.777,0.111,0.066,0.066,1.711,26.077,6.493,0.0857,0.063,0.000,4.558,3,3.74,3.74,17.50
3.76,3.482,0.111,0.1467,1.4,0.800,0.032,0.000,3.505,0.111,0.066,0.066,3.439,52.128,3.230,0.0427,0.032,0.000,4.372,3,3.76,3.76,18.00
3.78,3.482,0.136,0.1007,1.4,0.850,0.039,0.000,3.498,0.136,0.066,0.066,3.432,51.729,3.975,0.0293,0.039,0.000,5.385,3,3.78,3.78,18.00
3.80,3.482,0.136,0.1007,1.4,0.850,0.039,0.000,3.498,0.136,0.067,0.067,3.431,51.444,3.975,0.0293,0.039,0.000,5.399,3,3.80,3.80,18.00
3.82,2.909,0.136,0.1007,1.6,0.840,0.047,0.000,2.925,0.136,0.067,0.067,2.858,42.626,4.772,0.0352,0.047,0.000,5.414,3,3.82,3.82,17.50
3.84,2.909,0.136,0.1007,1.6,0.840,0.047,0.000,2.925,0.136,0.067,0.067,2.858,42.399,4.773,0.0352,0.047,0.000,4.610,3,3.84,3.84,17.50
3.86,2.909,0.178,0.0807,1.6,0.910,0.061,0.000,2.922,0.178,0.068,0.068,2.854,42.128,6.237,0.0283,0.061,0.000,5.239,3,3.86,3.86,17.50
3.88,1.678,0.178,0.0807,1.4,0.780,0.105,0.000,1.691,0.178,0.068,0.068,1.623,23.836,10.966,0.0497,0.106,0.000,5.046,3,3.88,3.88,17.50
3.90,1.678,0.178,0.0807,1.4,0.780,0.105,0.000,1.691,0.178,0.068,0.068,1.623,23.709,10.968,0.0497,0.106,0.000,4.867,3,3.90,3.90,17.50
3.92,1.678,0.118,-0.0130,1.4,0.570,0.070,0.000,1.676,0.118,0.069,0.069,1.608,23.365,7.334,-0.0081,0.070,0.000,3.114,7,3.92,3.92,17.50
3.94,6.583,0.118,-0.0130,1.1,0.580,0.018,0.000,6.581,0.118,0.069,0.069,6.512,94.143,1.811,-0.0020,0.018,0.000,3.159,7,3.94,3.94,18.50
3.96,6.583,0.094,-0.0133,1.1,0.620,0.014,0.000,6.581,0.094,0.070,0.070,6.511,93.636,1.444,-0.0020,0.014,0.000,2.491,7,3.96,3.96,18.50
3.98,4.908,0.094,-0.0133,1.0,0.750,0.019,0.000,4.906,0.094,0.070,0.070,4.836,69.177,1.944,-0.0028,0.019,0.000,1.928,7,3.98,3.98,18.50
4.00,4.908,0.094,-0.0133,1.0,0.750,0.019,0.000,4.906,0.094,0.070,0.070,4.836,68.808,1.944,-0.0028,0.019,0.000,1.206,7,4.00,4.00,18.50
4.02,4.908,0.164,0.0355,1.0,0.690,0.033,0.000,4.914,0.164,0.071,0.071,4.843,68.562,3.388,0.0073,0.033,0.000,1.406,7,4.02,4.02,18.00
4.04,2.308,0.178,0.0505,1.2,0.000,0.077,0.000,2.316,0.178,0.071,0.071,2.245,31.623,7.916,0.0225,0.077,0.000,1.229,7,4.04,4.04,17.50
4.06,3.359,0.201,0.0447,1.2,0.350,0.060,0.000,3.366,0.201,0.071,0.071,3.294,46.178,6.095,0.0136,0.060,0.000,0.000,7,4.06,4.06,17.50
4.08,15.030,0.223,0.0236,1.5,0.030,0.015,0.000,15.033,0.223,0.072,0.072,14.962,208.612,1.494,0.0016,0.015,0.000,0.000,7,4.08,4.08,19.00
4.10,33.777,0.199,-0.0540,2.2,0.020,0.006,0.000,33.769,0.199,0.072,0.072,33.697,467.231,0.591,-0.0016,0.006,0.000,0.000,7,4.10,4.10,20.00
4.12,44.327,0.183,-0.0604,2.4,0.030,0.004,0.000,44.318,0.183,0.073,0.073,44.245,610.110,0.414,-0.0014,0.004,0.000,0.000,7,4.12,4.12,20.00
4.14,32.416,0.181,-0.0614,8.8,0.540,0.006,0.000,32.407,0.181,0.073,0.073,32.334,443.413,0.560,-0.0019,0.006,0.000,0.000,7,4.14,4.14,20.00
4.16,32.416,0.181,-0.0614,10.9,0.540,0.006,0.000,32.407,0.181,0.073,0.073,32.333,440.989,0.560,-0.0019,0.006,0.000,0.000,7,4.16,4.16,20.00
